California, Climate Division 3, Precipitation
Units: Inches
Base Period: 1901-2000
Missing: -99
Date,Value,Anomaly
195001,4.26,0.73
195002,1.78,-1.30
195003,2.77,0.19
195004,1.55,0.09
195005,0.87,-0.44
195006,1.06,0.20
195007,0.20,-0.18
195008,0.26,-0.11
195009,0.98,0.37
195010,2.92,1.73
195011,5.90,3.71
195012,4.59,1.53
195101,2.82,-0.71
195102,1.85,-1.23
195103,0.69,-1.89
195104,1.98,0.52
195105,1.42,0.11
195106,0.41,-0.45
195107,0.13,-0.25
195108,0.37,0.00
195109,0.13,-0.48
195110,2.14,0.95
195111,2.45,0.26
195112,6.20,3.14
195201,5.78,2.25
195202,3.00,-0.08
195203,4.32,1.74
195204,1.27,-0.19
195205,0.53,-0.78
195206,0.97,0.11
195207,1.29,0.91
195208,0.15,-0.22
195209,0.92,0.31
195210,0.13,-1.06
195211,1.49,-0.70
195212,4.39,1.33
195301,3.55,0.02
195302,0.44,-2.64
195303,1.57,-1.01
195304,2.08,0.62
195305,2.93,1.62
195306,1.14,0.28
195307,0.25,-0.13
195308,0.45,0.08
195309,0.07,-0.54
195310,0.80,-0.39
195311,1.74,-0.45
195312,0.91,-2.15
195401,3.36,-0.17
195402,2.90,-0.18
195403,3.21,0.63
195404,1.00,-0.46
195405,0.16,-1.15
195406,1.07,0.21
195407,0.09,-0.29
195408,0.11,-0.26
195409,0.17,-0.44
195410,0.10,-1.09
195411,2.10,-0.09
195412,3.03,-0.03
195501,1.86,-1.67
195502,1.22,-1.86
195503,0.79,-1.79
195504,1.75,0.29
195505,0.98,-0.33
195506,0.49,-0.37
195507,0.27,-0.11
195508,0.05,-0.32
195509,0.86,0.25
195510,0.29,-0.90
195511,1.75,-0.44
195512,13.00,9.94
195601,5.77,2.24
195602,2.33,-0.75
195603,0.41,-2.17
195604,1.80,0.34
195605,2.00,0.69
195606,0.44,-0.42
195607,0.55,0.17
195608,0.09,-0.28
195609,0.67,0.06
195610,2.91,1.72
195611,0.16,-2.03
195612,0.91,-2.15
195701,3.19,-0.34
195702,3.53,0.45
195703,2.12,-0.46
195704,1.54,0.08
195705,3.11,1.80
195706,0.20,-0.66
195707,0.10,-0.28
195708,0.00,-0.37
195709,0.82,0.21
195710,2.10,0.91
195711,2.06,-0.13
195712,3.35,0.29
195801,2.83,-0.70
195802,4.82,1.74
195803,4.34,1.76
195804,2.58,1.12
195805,0.88,-0.43
195806,2.33,1.47
195807,1.01,0.63
195808,0.88,0.51
195809,0.56,-0.05
195810,0.41,-0.78
195811,1.07,-1.12
195812,1.33,-1.73
195901,2.81,-0.72
195902,4.31,1.23
195903,0.53,-2.05
195904,0.34,-1.12
195905,1.50,0.19
195906,0.19,-0.67
195907,0.07,-0.31
195908,0.23,-0.14
195909,1.46,0.85
195910,0.11,-1.08
195911,0.00,-2.19
195912,0.94,-2.12
196001,2.78,-0.75
196002,4.48,1.40
196003,2.44,-0.14
196004,0.85,-0.61
196005,0.81,-0.50
196006,0.14,-0.72
196007,0.73,0.35
196008,0.03,-0.34
196009,0.21,-0.40
196010,0.35,-0.84
196011,4.10,1.91
196012,1.55,-1.51
196101,0.75,-2.78
196102,1.94,-1.14
196103,1.93,-0.65
196104,1.04,-0.42
196105,1.56,0.25
196106,0.70,-0.16
196107,0.28,-0.10
196108,1.12,0.75
196109,0.38,-0.23
196110,0.74,-0.45
196111,1.56,-0.63
196112,1.41,-1.65
196201,1.63,-1.90
196202,7.81,4.73
196203,2.85,0.27
196204,0.45,-1.01
196205,1.87,0.56
196206,0.31,-0.55
196207,0.39,0.01
196208,0.33,-0.04
196209,0.39,-0.22
196210,4.80,3.61
196211,1.05,-1.14
196212,1.46,-1.60
196301,4.68,1.15
196302,3.18,0.10
196303,2.45,-0.13
196304,3.77,2.31
196305,2.44,1.13
196306,1.80,0.94
196307,0.10,-0.28
196308,0.32,-0.05
196309,1.66,1.05
196310,1.09,-0.10
196311,3.97,1.78
196312,0.79,-2.27
196401,2.93,-0.60
196402,0.24,-2.84
196403,1.54,-1.04
196404,0.94,-0.52
196405,2.21,0.90
196406,1.56,0.70
196407,0.27,-0.11
196408,0.20,-0.17
196409,0.14,-0.47
196410,0.55,-0.64
196411,2.59,0.40
196412,10.41,7.35
196501,4.35,0.82
196502,0.60,-2.48
196503,1.14,-1.44
196504,2.23,0.77
196505,0.68,-0.63
196506,1.30,0.44
196507,0.83,0.45
196508,1.50,1.13
196509,0.44,-0.17
196510,0.16,-1.03
196511,5.47,3.28
196512,3.33,0.27
196601,0.80,-2.73
196602,0.91,-2.17
196603,0.79,-1.79
196604,0.87,-0.59
196605,0.77,-0.54
196606,0.22,-0.64
196607,0.25,-0.13
196608,0.26,-0.11
196609,0.45,-0.16
196610,0.04,-1.15
196611,4.10,1.91
196612,5.06,2.00
196701,6.58,3.05
196702,0.33,-2.75
196703,5.26,2.68
196704,3.46,2.00
196705,1.24,-0.07
196706,1.53,0.67
196707,0.69,0.31
196708,0.58,0.21
196709,1.01,0.40
196710,0.84,-0.35
196711,2.12,-0.07
196712,1.96,-1.10
196801,3.08,-0.45
196802,2.31,-0.77
196803,1.64,-0.94
196804,0.35,-1.11
196805,0.95,-0.36
196806,0.51,-0.35
196807,0.46,0.08
196808,1.02,0.65
196809,0.10,-0.51
196810,0.72,-0.47
196811,3.00,0.81
196812,4.26,1.20
196901,10.96,7.43
196902,4.86,1.78
196903,0.97,-1.61
196904,1.19,-0.27
196905,0.53,-0.78
196906,2.04,1.18
196907,0.37,-0.01
196908,0.06,-0.31
196909,0.08,-0.53
196910,1.91,0.72
196911,0.90,-1.29
196912,5.41,2.35
197001,7.95,4.42
197002,1.54,-1.54
197003,1.67,-0.91
197004,1.19,-0.27
197005,0.44,-0.87
197006,2.00,1.14
197007,0.27,-0.11
197008,0.08,-0.29
197009,0.12,-0.49
197010,0.73,-0.46
197011,5.76,3.57
197012,4.72,1.66
197101,1.79,-1.74
197102,0.79,-2.29
197103,4.24,1.66
197104,1.39,-0.07
197105,4.36,3.05
197106,1.33,0.47
197107,0.76,0.38
197108,0.45,0.08
197109,0.93,0.32
197110,0.56,-0.63
197111,1.95,-0.24
197112,5.27,2.21
197201,1.30,-2.23
197202,1.65,-1.43
197203,0.63,-1.95
197204,1.46,0.00
197205,1.01,-0.30
197206,0.76,-0.10
197207,0.08,-0.30
197208,0.21,-0.16
197209,1.34,0.73
197210,2.31,1.12
197211,2.87,0.68
197212,2.30,-0.76
197301,4.60,1.07
197302,3.24,0.16
197303,2.08,-0.50
197304,0.73,-0.73
197305,1.29,-0.02
197306,0.23,-0.63
197307,0.35,-0.03
197308,0.63,0.26
197309,0.43,-0.18
197310,1.48,0.29
197311,5.22,3.03
197312,3.62,0.56
197401,2.97,-0.56
197402,1.07,-2.01
197403,4.63,2.05
197404,1.28,-0.18
197405,0.27,-1.04
197406,0.09,-0.77
197407,1.20,0.82
197408,0.55,0.18
197409,0.00,-0.61
197410,1.41,0.22
197411,1.08,-1.11
197412,2.35,-0.71
197501,1.29,-2.24
197502,5.11,2.03
197503,4.44,1.86
197504,2.24,0.78
197505,0.51,-0.80
197506,0.59,-0.27
197507,0.36,-0.02
197508,1.04,0.67
197509,0.75,0.14
197510,2.63,1.44
197511,0.83,-1.36
197512,0.53,-2.53
197601,0.58,-2.95
197602,2.00,-1.08
197603,1.36,-1.22
197604,0.72,-0.74
197605,0.32,-0.99
197606,0.40,-0.46
197607,1.19,0.81
197608,1.31,0.94
197609,1.85,1.24
197610,0.70,-0.49
197611,0.39,-1.80
197612,0.13,-2.93
197701,1.50,-2.03
197702,1.40,-1.68
197703,1.20,-1.38
197704,0.26,-1.20
197705,2.39,1.08
197706,1.52,0.66
197707,0.20,-0.18
197708,0.46,0.09
197709,0.58,-0.03
197710,0.37,-0.82
197711,2.10,-0.09
197712,5.85,2.79
197801,5.26,1.73
197802,3.33,0.25
197803,3.43,0.85
197804,2.60,1.14
197805,0.81,-0.50
197806,0.47,-0.39
197807,0.26,-0.12
197808,0.49,0.12
197809,1.06,0.45
197810,0.21,-0.98
197811,1.42,-0.77
197812,1.41,-1.65
197901,3.13,-0.40
197902,3.66,0.58
197903,2.22,-0.36
197904,1.31,-0.15
197905,1.06,-0.25
197906,0.21,-0.65
197907,0.48,0.10
197908,0.50,0.13
197909,0.10,-0.51
197910,2.29,1.10
197911,1.46,-0.73
197912,3.62,0.56
198001,6.84,3.31
198002,5.63,2.55
198003,2.13,-0.45
198004,1.46,0.00
198005,1.80,0.49
198006,0.94,0.08
198007,0.83,0.45
198008,0.34,-0.03
198009,0.87,0.26
198010,0.75,-0.44
198011,0.91,-1.28
198012,2.10,-0.96
198101,3.21,-0.32
198102,1.61,-1.47
198103,2.73,0.15
198104,0.97,-0.49
198105,1.60,0.29
198106,0.19,-0.67
198107,0.06,-0.32
198108,0.05,-0.32
198109,0.63,0.02
198110,2.93,1.74
198111,6.82,4.63
198112,4.44,1.38
198201,3.57,0.04
198202,2.47,-0.61
198203,3.95,1.37
198204,3.25,1.79
198205,0.44,-0.87
198206,1.63,0.77
198207,0.42,0.04
198208,0.63,0.26
198209,2.34,1.73
198210,3.51,2.32
198211,3.97,1.78
198212,3.82,0.76
198301,4.00,0.47
198302,4.96,1.88
198303,5.75,3.17
198304,2.70,1.24
198305,0.63,-0.68
198306,0.90,0.04
198307,0.11,-0.27
198308,1.47,1.10
198309,1.14,0.53
198310,1.28,0.09
198311,7.38,5.19
198312,6.19,3.13
198401,0.41,-3.12
198402,2.28,-0.80
198403,1.48,-1.10
198404,1.30,-0.16
198405,0.49,-0.82
198406,1.05,0.19
198407,0.78,0.40
198408,0.63,0.26
198409,0.38,-0.23
198410,1.96,0.77
198411,4.70,2.51
198412,1.05,-2.01
198501,0.75,-2.78
198502,1.85,-1.23
198503,3.16,0.58
198504,0.29,-1.17
198505,0.24,-1.07
198506,0.24,-0.62
198507,0.54,0.16
198508,0.06,-0.31
198509,1.80,1.19
198510,1.15,-0.04
198511,3.42,1.23
198512,1.95,-1.11
198601,2.28,-1.25
198602,10.98,7.90
198603,3.64,1.06
198604,1.34,-0.12
198605,1.04,-0.27
198606,0.31,-0.55
198607,0.51,0.13
198608,0.11,-0.26
198609,1.80,1.19
198610,0.28,-0.91
198611,0.36,-1.83
198612,0.54,-2.52
198701,2.19,-1.34
198702,2.22,-0.86
198703,2.09,-0.49
198704,0.69,-0.77
198705,2.19,0.88
198706,0.73,-0.13
198707,0.66,0.28
198708,0.03,-0.34
198709,0.03,-0.58
198710,0.67,-0.52
198711,1.27,-0.92
198712,3.16,0.10
198801,3.04,-0.49
198802,0.32,-2.76
198803,0.55,-2.03
198804,1.74,0.28
198805,0.93,-0.38
198806,0.79,-0.07
198807,0.36,-0.02
198808,0.30,-0.07
198809,0.23,-0.38
198810,0.05,-1.14
198811,4.82,2.63
198812,2.27,-0.79
198901,1.44,-2.09
198902,1.96,-1.12
198903,4.49,1.91
198904,0.75,-0.71
198905,1.83,0.52
198906,1.43,0.57
198907,0.02,-0.36
198908,1.02,0.65
198909,1.95,1.34
198910,1.76,0.57
198911,1.67,-0.52
198912,0.09,-2.97
199001,2.49,-1.04
199002,2.30,-0.78
199003,1.06,-1.52
199004,1.32,-0.14
199005,1.80,0.49
199006,0.39,-0.47
199007,0.83,0.45
199008,0.51,0.14
199009,0.58,-0.03
199010,0.40,-0.79
199011,0.88,-1.31
199012,0.97,-2.09
199101,0.56,-2.97
199102,1.01,-2.07
199103,7.16,4.58
199104,1.06,-0.40
199105,1.83,0.52
199106,0.62,-0.24
199107,0.59,0.21
199108,0.43,0.06
199109,0.50,-0.11
199110,1.73,0.54
199111,1.52,-0.67
199112,1.38,-1.68
199201,0.63,-2.90
199202,2.40,-0.68
199203,1.36,-1.22
199204,0.57,-0.89
199205,0.39,-0.92
199206,1.40,0.54
199207,0.62,0.24
199208,0.62,0.25
199209,0.19,-0.42
199210,1.96,0.77
199211,0.42,-1.77
199212,6.19,3.13
199301,5.99,2.46
199302,4.00,0.92
199303,2.28,-0.30
199304,1.09,-0.37
199305,1.18,-0.13
199306,1.46,0.60
199307,0.12,-0.26
199308,0.23,-0.14
199309,0.09,-0.52
199310,1.57,0.38
199311,1.04,-1.15
199312,1.81,-1.25
199401,0.62,-2.91
199402,3.20,0.12
199403,1.35,-1.23
199404,0.87,-0.59
199405,2.61,1.30
199406,0.18,-0.68
199407,0.20,-0.18
199408,0.00,-0.37
199409,0.53,-0.08
199410,0.82,-0.37
199411,4.37,2.18
199412,2.14,-0.92
199501,8.18,4.65
199502,1.03,-2.05
199503,8.58,6.00
199504,3.49,2.03
199505,2.82,1.51
199506,1.73,0.87
199507,0.58,0.20
199508,0.04,-0.33
199509,0.04,-0.57
199510,0.06,-1.13
199511,0.34,-1.85
199512,5.71,2.65
199601,5.52,1.99
199602,5.34,2.26
199603,3.45,0.87
199604,1.90,0.44
199605,2.92,1.61
199606,0.55,-0.31
199607,0.59,0.21
199608,0.32,-0.05
199609,0.37,-0.24
199610,1.36,0.17
199611,3.13,0.94
199612,8.88,5.82
199701,8.17,4.64
199702,0.65,-2.43
199703,0.70,-1.88
199704,1.09,-0.37
199705,0.54,-0.77
199706,1.73,0.87
199707,0.75,0.37
199708,0.13,-0.24
199709,0.57,-0.04
199710,0.76,-0.43
199711,2.00,-0.19
199712,1.87,-1.19
199801,4.47,0.94
199802,6.40,3.32
199803,3.21,0.63
199804,1.34,-0.12
199805,3.11,1.80
199806,2.33,1.47
199807,0.75,0.37
199808,0.14,-0.23
199809,1.96,1.35
199810,0.65,-0.54
199811,3.79,1.60
199812,1.40,-1.66
199901,3.55,0.02
199902,4.62,1.54
199903,1.13,-1.45
199904,1.63,0.17
199905,0.42,-0.89
199906,0.66,-0.20
199907,0.11,-0.27
199908,0.64,0.27
199909,0.21,-0.40
199910,1.03,-0.16
199911,1.06,-1.13
199912,0.47,-2.59
200001,5.25,1.72
200002,4.40,1.32
200003,1.20,-1.38
200004,1.27,-0.19
200005,1.37,0.06
200006,0.49,-0.37
200007,0.09,-0.29
200008,0.41,0.04
200009,0.47,-0.14
200010,1.66,0.47
200011,0.98,-1.21
200012,0.63,-2.43
200101,1.67,-1.86
200102,2.10,-0.98
200103,1.71,-0.87
200104,1.98,0.52
200105,0.14,-1.17
200106,0.11,-0.75
200107,0.45,0.07
200108,0.07,-0.30
200109,0.42,-0.19
200110,0.48,-0.71
200111,3.12,0.93
200112,4.43,1.37
200201,1.45,-2.08
200202,1.17,-1.91
200203,1.91,-0.67
200204,1.55,0.09
200205,0.40,-0.91
200206,0.13,-0.73
200207,0.24,-0.14
200208,0.06,-0.31
200209,0.17,-0.44
200210,0.14,-1.05
200211,3.40,1.21
200212,5.29,2.23
200301,1.31,-2.22
200302,1.23,-1.85
200303,2.22,-0.36
200304,3.27,1.81
200305,1.13,-0.18
200306,0.16,-0.70
200307,0.63,0.25
200308,1.02,0.65
200309,0.33,-0.28
200310,0.14,-1.05
200311,1.62,-0.57
200312,4.95,1.89
200401,1.61,-1.92
200402,4.01,0.93
200403,0.69,-1.89
200404,0.50,-0.96
200405,1.07,-0.24
200406,0.35,-0.51
200407,0.22,-0.16
200408,0.38,0.01
200409,0.16,-0.45
200410,3.24,2.05
200411,2.14,-0.05
200412,3.23,0.17
200501,3.71,0.18
200502,1.74,-1.34
200503,3.04,0.46
200504,1.58,0.12
200505,2.89,1.58
200506,1.18,0.32
200507,0.10,-0.28
200508,0.21,-0.16
200509,0.40,-0.21
200510,0.70,-0.49
200511,1.94,-0.25
200512,8.72,5.66
200601,3.98,0.45
200602,2.97,-0.11
200603,3.76,1.18
200604,3.78,2.32
200605,0.85,-0.46
200606,0.22,-0.64
200607,0.21,-0.17
200608,0.08,-0.29
200609,0.05,-0.56
200610,0.67,-0.52
200611,1.74,-0.45
200612,1.50,-1.56
200701,0.72,-2.81
200702,3.66,0.58
200703,0.75,-1.83
200704,1.43,-0.03
200705,0.33,-0.98
200706,0.32,-0.54
200707,0.16,-0.22
200708,0.33,-0.04
200709,0.60,-0.01
200710,1.22,0.03
200711,0.50,-1.69
200712,2.08,-0.98
200801,5.37,1.84
200802,2.58,-0.50
200803,0.76,-1.82
200804,0.36,-1.10
200805,1.40,0.09
200806,0.05,-0.81
200807,0.08,-0.30
200808,0.05,-0.32
200809,0.04,-0.57
200810,0.76,-0.43
200811,2.05,-0.14
200812,2.22,-0.84
200901,1.45,-2.08
200902,2.10,-0.98
200903,2.96,0.38
200904,0.88,-0.58
200905,1.50,0.19
200906,1.52,0.66
200907,0.13,-0.25
200908,0.32,-0.05
200909,0.05,-0.56
200910,2.47,1.28
200911,1.06,-1.13
200912,2.83,-0.23
201001,3.55,0.02
201002,2.25,-0.83
201003,1.99,-0.59
201004,2.71,1.25
201005,1.30,-0.01
201006,0.30,-0.56
201007,0.32,-0.06
201008,0.27,-0.10
201009,0.18,-0.43
201010,4.13,2.94
201011,2.72,0.53
201012,6.49,3.43
201101,0.76,-2.77
201102,3.18,0.10
201103,5.54,2.96
201104,1.79,0.33
201105,1.77,0.46
201106,2.03,1.17
201107,0.29,-0.09
201108,0.06,-0.31
201109,0.56,-0.05
201110,1.24,0.05
201111,0.80,-1.39
201112,0.12,-2.94
201201,2.70,-0.83
201202,1.05,-2.03
201203,2.99,0.41
201204,1.58,0.12
201205,0.35,-0.96
201206,0.60,-0.26
201207,0.22,-0.16
201208,0.39,0.02
201209,0.09,-0.52
201210,0.86,-0.33
201211,3.32,1.13
201212,6.70,3.64
201301,0.76,-2.77
201302,0.25,-2.83
201303,0.82,-1.76
201304,0.81,-0.65
201305,1.26,-0.05
201306,0.69,-0.17
201307,0.60,0.22
201308,0.58,0.21
201309,0.69,0.08
201310,0.56,-0.63
201311,0.63,-1.56
201312,0.61,-2.45
201401,1.26,-2.27
201402,3.53,0.45
201403,2.68,0.10
201404,1.06,-0.40
201405,1.14,-0.17
201406,0.18,-0.68
201407,0.68,0.30
201408,1.00,0.63
201409,0.71,0.10
201410,0.72,-0.47
201411,1.55,-0.64
201412,3.94,0.88
201501,0.16,-3.37
201502,2.73,-0.35
201503,0.47,-2.11
201504,1.06,-0.40
201505,2.82,1.51
201506,0.89,0.03
201507,1.59,1.21
201508,0.16,-0.21
201509,0.30,-0.31
201510,1.28,0.09
201511,2.50,0.31
201512,4.24,1.18
201601,4.65,1.12
201602,1.11,-1.97
201603,3.37,0.79
201604,2.13,0.67
201605,1.92,0.61
201606,0.34,-0.52
201607,0.10,-0.28
201608,0.06,-0.31
201609,0.14,-0.47
201610,4.39,3.20
201611,1.20,-0.99
201612,4.00,0.94
201701,10.56,7.03
201702,8.16,5.08
201703,2.70,0.12
201704,3.79,2.33
201705,0.77,-0.54
201706,0.49,-0.37
201707,0.14,-0.24
201708,1.00,0.63
201709,0.88,0.27
201710,0.50,-0.69
201711,3.97,1.78
201712,0.41,-2.65
201801,2.23,-1.30
201802,0.68,-2.40
201803,4.99,2.41
201804,2.64,1.18
201805,2.20,0.89
201806,0.23,-0.63
201807,0.50,0.12
201808,0.07,-0.30
201809,0.04,-0.57
201810,0.73,-0.46
201811,2.29,0.10
201812,1.80,-1.26
201901,4.36,0.83
201902,7.55,4.47
201903,2.97,0.39
201904,1.54,0.08
201905,2.42,1.11
201906,0.39,-0.47
201907,0.27,-0.11
201908,0.09,-0.28
201909,1.20,0.59
201910,0.14,-1.05
201911,0.78,-1.41
201912,3.83,0.77
202001,1.66,-1.87
202002,0.13,-2.95
202003,2.27,-0.31
202004,1.35,-0.11
202005,1.04,-0.27
202006,0.49,-0.37
202007,0.22,-0.16
202008,0.28,-0.09
202009,0.06,-0.55
202010,0.06,-1.13
202011,1.42,-0.77
202012,1.94,-1.12
202101,3.05,-0.48
